name,nationalDexNum,types,stats
Mamoswine,473,"['Ice', 'Ground']","{'HP': '110', 'Attack': '130', 'Defense': '80', 'Sp. Atk': '70', 'Sp. Def': '60', 'Speed': '80', 'Total': '530'}"
Porygon-Z,474,['Normal'],"{'HP': '85', 'Attack': '80', 'Defense': '70', 'Sp. Atk': '135', 'Sp. Def': '75', 'Speed': '90', 'Total': '535'}"
Gallade,475,"['Psychic', 'Fighting']","{'HP': '68', 'Attack': '125', 'Defense': '65', 'Sp. Atk': '65', 'Sp. Def': '115', 'Speed': '80', 'Total': '518'}"
Probopass,476,"['Rock', 'Steel']","{'HP': '60', 'Attack': '55', 'Defense': '145', 'Sp. Atk': '75', 'Sp. Def': '150', 'Speed': '40', 'Total': '525'}"
Dusknoir,477,['Ghost'],"{'HP': '45', 'Attack': '100', 'Defense': '135', 'Sp. Atk': '65', 'Sp. Def': '135', 'Speed': '45', 'Total': '525'}"
Froslass,478,"['Ice', 'Ghost']","{'HP': '70', 'Attack': '80', 'Defense': '70', 'Sp. Atk': '80', 'Sp. Def': '70', 'Speed': '110', 'Total': '480'}"
Rotom,479,"['Electric', 'Ghost']","{'HP': '50', 'Attack': '50', 'Defense': '77', 'Sp. Atk': '95', 'Sp. Def': '77', 'Speed': '91', 'Total': '440'}"
Uxie,480,['Psychic'],"{'HP': '75', 'Attack': '75', 'Defense': '130', 'Sp. Atk': '75', 'Sp. Def': '130', 'Speed': '95', 'Total': '580'}"
Mesprit,481,['Psychic'],"{'HP': '80', 'Attack': '105', 'Defense': '105', 'Sp. Atk': '105', 'Sp. Def': '105', 'Speed': '80', 'Total': '580'}"
Azelf,482,['Psychic'],"{'HP': '75', 'Attack': '125', 'Defense': '70', 'Sp. Atk': '125', 'Sp. Def': '70', 'Speed': '115', 'Total': '580'}"
Dialga,483,"['Steel', 'Dragon']","{'HP': '100', 'Attack': '120', 'Defense': '120', 'Sp. Atk': '150', 'Sp. Def': '100', 'Speed': '90', 'Total': '680'}"
Palkia,484,"['Water', 'Dragon']","{'HP': '90', 'Attack': '120', 'Defense': '100', 'Sp. Atk': '150', 'Sp. Def': '120', 'Speed': '100', 'Total': '680'}"
Heatran,485,"['Fire', 'Steel']","{'HP': '91', 'Attack': '90', 'Defense': '106', 'Sp. Atk': '130', 'Sp. Def': '106', 'Speed': '77', 'Total': '600'}"
Regigigas,486,['Normal'],"{'HP': '110', 'Attack': '160', 'Defense': '110', 'Sp. Atk': '80', 'Sp. Def': '110', 'Speed': '100', 'Total': '670'}"
Giratina,487,"['Ghost', 'Dragon']","{'HP': '150', 'Attack': '100', 'Defense': '120', 'Sp. Atk': '100', 'Sp. Def': '120', 'Speed': '90', 'Total': '680'}"
Cresselia,488,['Psychic'],"{'HP': '120', 'Attack': '70', 'Defense': '110', 'Sp. Atk': '75', 'Sp. Def': '120', 'Speed': '85', 'Total': '580'}"
Phione,489,['Water'],"{'HP': '80', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '80', 'Sp. Def': '80', 'Speed': '80', 'Total': '480'}"
Manaphy,490,['Water'],"{'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100', 'Total': '600'}"
Darkrai,491,['Dark'],"{'HP': '70', 'Attack': '90', 'Defense': '90', 'Sp. Atk': '135', 'Sp. Def': '90', 'Speed': '125', 'Total': '600'}"
Shaymin,492,['Grass'],"{'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100', 'Total': '600'}"
Arceus,493,['Normal'],"{'HP': '120', 'Attack': '120', 'Defense': '120', 'Sp. Atk': '120', 'Sp. Def': '120', 'Speed': '120', 'Total': '720'}"
Victini,494,"['Psychic', 'Fire']","{'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100', 'Total': '600'}"
Snivy,495,['Grass'],"{'HP': '45', 'Attack': '45', 'Defense': '55', 'Sp. Atk': '45', 'Sp. Def': '55', 'Speed': '63', 'Total': '308'}"
Servine,496,['Grass'],"{'HP': '60', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '60', 'Sp. Def': '75', 'Speed': '83', 'Total': '413'}"
Serperior,497,['Grass'],"{'HP': '75', 'Attack': '75', 'Defense': '95', 'Sp. Atk': '75', 'Sp. Def': '95', 'Speed': '113', 'Total': '528'}"
Tepig,498,['Fire'],"{'HP': '65', 'Attack': '63', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '45', 'Total': '308'}"
Pignite,499,"['Fire', 'Fighting']","{'HP': '90', 'Attack': '93', 'Defense': '55', 'Sp. Atk': '70', 'Sp. Def': '55', 'Speed': '55', 'Total': '418'}"
Emboar,500,"['Fire', 'Fighting']","{'HP': '110', 'Attack': '123', 'Defense': '65', 'Sp. Atk': '100', 'Sp. Def': '65', 'Speed': '65', 'Total': '528'}"
Oshawott,501,['Water'],"{'HP': '55', 'Attack': '55', 'Defense': '45', 'Sp. Atk': '63', 'Sp. Def': '45', 'Speed': '45', 'Total': '308'}"
Dewott,502,['Water'],"{'HP': '75', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '83', 'Sp. Def': '60', 'Speed': '60', 'Total': '413'}"
Samurott,503,['Water'],"{'HP': '95', 'Attack': '100', 'Defense': '85', 'Sp. Atk': '108', 'Sp. Def': '70', 'Speed': '70', 'Total': '528'}"
Patrat,504,['Normal'],"{'HP': '45', 'Attack': '55', 'Defense': '39', 'Sp. Atk': '35', 'Sp. Def': '39', 'Speed': '42', 'Total': '255'}"
Watchog,505,['Normal'],"{'HP': '60', 'Attack': '85', 'Defense': '69', 'Sp. Atk': '60', 'Sp. Def': '69', 'Speed': '77', 'Total': '420'}"
Lillipup,506,['Normal'],"{'HP': '45', 'Attack': '60', 'Defense': '45', 'Sp. Atk': '25', 'Sp. Def': '45', 'Speed': '55', 'Total': '275'}"
Herdier,507,['Normal'],"{'HP': '65', 'Attack': '80', 'Defense': '65', 'Sp. Atk': '35', 'Sp. Def': '65', 'Speed': '60', 'Total': '370'}"
Stoutland,508,['Normal'],"{'HP': '85', 'Attack': '110', 'Defense': '90', 'Sp. Atk': '45', 'Sp. Def': '90', 'Speed': '80', 'Total': '500'}"
Purrloin,509,['Dark'],"{'HP': '41', 'Attack': '50', 'Defense': '37', 'Sp. Atk': '50', 'Sp. Def': '37', 'Speed': '66', 'Total': '281'}"
Liepard,510,['Dark'],"{'HP': '64', 'Attack': '88', 'Defense': '50', 'Sp. Atk': '88', 'Sp. Def': '50', 'Speed': '106', 'Total': '446'}"
Pansage,511,['Grass'],"{'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64', 'Total': '316'}"
Simisage,512,['Grass'],"{'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101', 'Total': '498'}"
Pansear,513,['Fire'],"{'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64', 'Total': '316'}"
Simisear,514,['Fire'],"{'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101', 'Total': '498'}"
Panpour,515,['Water'],"{'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64', 'Total': '316'}"
Simipour,516,['Water'],"{'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101', 'Total': '498'}"
Munna,517,['Psychic'],"{'HP': '76', 'Attack': '25', 'Defense': '45', 'Sp. Atk': '67', 'Sp. Def': '55', 'Speed': '24', 'Total': '292'}"
Musharna,518,['Psychic'],"{'HP': '116', 'Attack': '55', 'Defense': '85', 'Sp. Atk': '107', 'Sp. Def': '95', 'Speed': '29', 'Total': '487'}"
Pidove,519,"['Normal', 'Flying']","{'HP': '50', 'Attack': '55', 'Defense': '50', 'Sp. Atk': '36', 'Sp. Def': '30', 'Speed': '43', 'Total': '264'}"
Tranquill,520,"['Normal', 'Flying']","{'HP': '62', 'Attack': '77', 'Defense': '62', 'Sp. Atk': '50', 'Sp. Def': '42', 'Speed': '65', 'Total': '358'}"
Unfezant,521,"['Normal', 'Flying']","{'HP': '80', 'Attack': '115', 'Defense': '80', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '93', 'Total': '488'}"
Blitzle,522,['Electric'],"{'HP': '45', 'Attack': '60', 'Defense': '32', 'Sp. Atk': '50', 'Sp. Def': '32', 'Speed': '76', 'Total': '295'}"
Zebstrika,523,['Electric'],"{'HP': '75', 'Attack': '100', 'Defense': '63', 'Sp. Atk': '80', 'Sp. Def': '63', 'Speed': '116', 'Total': '497'}"
Roggenrola,524,['Rock'],"{'HP': '55', 'Attack': '75', 'Defense': '85', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15', 'Total': '280'}"
Boldore,525,['Rock'],"{'HP': '70', 'Attack': '105', 'Defense': '105', 'Sp. Atk': '50', 'Sp. Def': '40', 'Speed': '20', 'Total': '390'}"
Gigalith,526,['Rock'],"{'HP': '85', 'Attack': '135', 'Defense': '130', 'Sp. Atk': '60', 'Sp. Def': '80', 'Speed': '25', 'Total': '515'}"
Woobat,527,"['Psychic', 'Flying']","{'HP': '65', 'Attack': '45', 'Defense': '43', 'Sp. Atk': '55', 'Sp. Def': '43', 'Speed': '72', 'Total': '323'}"
Swoobat,528,"['Psychic', 'Flying']","{'HP': '67', 'Attack': '57', 'Defense': '55', 'Sp. Atk': '77', 'Sp. Def': '55', 'Speed': '114', 'Total': '425'}"
Drilbur,529,['Ground'],"{'HP': '60', 'Attack': '85', 'Defense': '40', 'Sp. Atk': '30', 'Sp. Def': '45', 'Speed': '68', 'Total': '328'}"
Excadrill,530,"['Ground', 'Steel']","{'HP': '110', 'Attack': '135', 'Defense': '60', 'Sp. Atk': '50', 'Sp. Def': '65', 'Speed': '88', 'Total': '508'}"
Audino,531,['Normal'],"{'HP': '103', 'Attack': '60', 'Defense': '86', 'Sp. Atk': '60', 'Sp. Def': '86', 'Speed': '50', 'Total': '445'}"
Timburr,532,['Fighting'],"{'HP': '75', 'Attack': '80', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '35', 'Speed': '35', 'Total': '305'}"
Gurdurr,533,['Fighting'],"{'HP': '85', 'Attack': '105', 'Defense': '85', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '40', 'Total': '405'}"
Conkeldurr,534,['Fighting'],"{'HP': '105', 'Attack': '140', 'Defense': '95', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '45', 'Total': '505'}"
Tympole,535,['Water'],"{'HP': '50', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '50', 'Sp. Def': '40', 'Speed': '64', 'Total': '294'}"
Palpitoad,536,"['Water', 'Ground']","{'HP': '75', 'Attack': '65', 'Defense': '55', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '69', 'Total': '384'}"
Seismitoad,537,"['Water', 'Ground']","{'HP': '105', 'Attack': '95', 'Defense': '75', 'Sp. Atk': '85', 'Sp. Def': '75', 'Speed': '74', 'Total': '509'}"
Throh,538,['Fighting'],"{'HP': '120', 'Attack': '100', 'Defense': '85', 'Sp. Atk': '30', 'Sp. Def': '85', 'Speed': '45', 'Total': '465'}"
Sawk,539,['Fighting'],"{'HP': '75', 'Attack': '125', 'Defense': '75', 'Sp. Atk': '30', 'Sp. Def': '75', 'Speed': '85', 'Total': '465'}"
Sewaddle,540,"['Bug', 'Grass']","{'HP': '45', 'Attack': '53', 'Defense': '70', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '42', 'Total': '310'}"
Swadloon,541,"['Bug', 'Grass']","{'HP': '55', 'Attack': '63', 'Defense': '90', 'Sp. Atk': '50', 'Sp. Def': '80', 'Speed': '42', 'Total': '380'}"
Leavanny,542,"['Bug', 'Grass']","{'HP': '75', 'Attack': '103', 'Defense': '80', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '92', 'Total': '500'}"
Venipede,543,"['Bug', 'Poison']","{'HP': '30', 'Attack': '45', 'Defense': '59', 'Sp. Atk': '30', 'Sp. Def': '39', 'Speed': '57', 'Total': '260'}"
Whirlipede,544,"['Bug', 'Poison']","{'HP': '40', 'Attack': '55', 'Defense': '99', 'Sp. Atk': '40', 'Sp. Def': '79', 'Speed': '47', 'Total': '360'}"
Scolipede,545,"['Bug', 'Poison']","{'HP': '60', 'Attack': '100', 'Defense': '89', 'Sp. Atk': '55', 'Sp. Def': '69', 'Speed': '112', 'Total': '485'}"
Cottonee,546,"['Grass', 'Fairy']","{'HP': '40', 'Attack': '27', 'Defense': '60', 'Sp. Atk': '37', 'Sp. Def': '50', 'Speed': '66', 'Total': '280'}"
Whimsicott,547,"['Grass', 'Fairy']","{'HP': '60', 'Attack': '67', 'Defense': '85', 'Sp. Atk': '77', 'Sp. Def': '75', 'Speed': '116', 'Total': '480'}"
Petilil,548,['Grass'],"{'HP': '45', 'Attack': '35', 'Defense': '50', 'Sp. Atk': '70', 'Sp. Def': '50', 'Speed': '30', 'Total': '280'}"
Lilligant,549,['Grass'],"{'HP': '70', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '110', 'Sp. Def': '75', 'Speed': '90', 'Total': '480'}"
Basculin,550,['Water'],"{'HP': '70', 'Attack': '92', 'Defense': '65', 'Sp. Atk': '80', 'Sp. Def': '55', 'Speed': '98', 'Total': '460'}"
Sandile,551,"['Ground', 'Dark']","{'HP': '50', 'Attack': '72', 'Defense': '35', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '65', 'Total': '292'}"
Krokorok,552,"['Ground', 'Dark']","{'HP': '60', 'Attack': '82', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '74', 'Total': '351'}"
Krookodile,553,"['Ground', 'Dark']","{'HP': '95', 'Attack': '117', 'Defense': '80', 'Sp. Atk': '65', 'Sp. Def': '70', 'Speed': '92', 'Total': '519'}"
Darumaka,554,['Fire'],"{'HP': '70', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '15', 'Sp. Def': '45', 'Speed': '50', 'Total': '315'}"
Darmanitan,555,['Fire'],"{'HP': '105', 'Attack': '140', 'Defense': '55', 'Sp. Atk': '30', 'Sp. Def': '55', 'Speed': '95', 'Total': '480'}"
Maractus,556,['Grass'],"{'HP': '75', 'Attack': '86', 'Defense': '67', 'Sp. Atk': '106', 'Sp. Def': '67', 'Speed': '60', 'Total': '461'}"
Dwebble,557,"['Bug', 'Rock']","{'HP': '50', 'Attack': '65', 'Defense': '85', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '55', 'Total': '325'}"
Crustle,558,"['Bug', 'Rock']","{'HP': '70', 'Attack': '105', 'Defense': '125', 'Sp. Atk': '65', 'Sp. Def': '75', 'Speed': '45', 'Total': '485'}"
Scraggy,559,"['Dark', 'Fighting']","{'HP': '50', 'Attack': '75', 'Defense': '70', 'Sp. Atk': '35', 'Sp. Def': '70', 'Speed': '48', 'Total': '348'}"
Scrafty,560,"['Dark', 'Fighting']","{'HP': '65', 'Attack': '90', 'Defense': '115', 'Sp. Atk': '45', 'Sp. Def': '115', 'Speed': '58', 'Total': '488'}"
Sigilyph,561,"['Psychic', 'Flying']","{'HP': '72', 'Attack': '58', 'Defense': '80', 'Sp. Atk': '103', 'Sp. Def': '80', 'Speed': '97', 'Total': '490'}"
Yamask,562,['Ghost'],"{'HP': '38', 'Attack': '30', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '30', 'Total': '303'}"
Cofagrigus,563,['Ghost'],"{'HP': '58', 'Attack': '50', 'Defense': '145', 'Sp. Atk': '95', 'Sp. Def': '105', 'Speed': '30', 'Total': '483'}"
Tirtouga,564,"['Water', 'Rock']","{'HP': '54', 'Attack': '78', 'Defense': '103', 'Sp. Atk': '53', 'Sp. Def': '45', 'Speed': '22', 'Total': '355'}"
Carracosta,565,"['Water', 'Rock']","{'HP': '74', 'Attack': '108', 'Defense': '133', 'Sp. Atk': '83', 'Sp. Def': '65', 'Speed': '32', 'Total': '495'}"
Archen,566,"['Rock', 'Flying']","{'HP': '55', 'Attack': '112', 'Defense': '45', 'Sp. Atk': '74', 'Sp. Def': '45', 'Speed': '70', 'Total': '401'}"
Archeops,567,"['Rock', 'Flying']","{'HP': '75', 'Attack': '140', 'Defense': '65', 'Sp. Atk': '112', 'Sp. Def': '65', 'Speed': '110', 'Total': '567'}"
Trubbish,568,['Poison'],"{'HP': '50', 'Attack': '50', 'Defense': '62', 'Sp. Atk': '40', 'Sp. Def': '62', 'Speed': '65', 'Total': '329'}"
Garbodor,569,['Poison'],"{'HP': '80', 'Attack': '95', 'Defense': '82', 'Sp. Atk': '60', 'Sp. Def': '82', 'Speed': '75', 'Total': '474'}"
Zorua,570,['Dark'],"{'HP': '40', 'Attack': '65', 'Defense': '40', 'Sp. Atk': '80', 'Sp. Def': '40', 'Speed': '65', 'Total': '330'}"
Zoroark,571,['Dark'],"{'HP': '60', 'Attack': '105', 'Defense': '60', 'Sp. Atk': '120', 'Sp. Def': '60', 'Speed': '105', 'Total': '510'}"
Minccino,572,['Normal'],"{'HP': '55', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '75', 'Total': '300'}"
Cinccino,573,['Normal'],"{'HP': '75', 'Attack': '95', 'Defense': '60', 'Sp. Atk': '65', 'Sp. Def': '60', 'Speed': '115', 'Total': '470'}"
Gothita,574,['Psychic'],"{'HP': '45', 'Attack': '30', 'Defense': '50', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '45', 'Total': '290'}"
Gothorita,575,['Psychic'],"{'HP': '60', 'Attack': '45', 'Defense': '70', 'Sp. Atk': '75', 'Sp. Def': '85', 'Speed': '55', 'Total': '390'}"
Gothitelle,576,['Psychic'],"{'HP': '70', 'Attack': '55', 'Defense': '95', 'Sp. Atk': '95', 'Sp. Def': '110', 'Speed': '65', 'Total': '490'}"
Solosis,577,['Psychic'],"{'HP': '45', 'Attack': '30', 'Defense': '40', 'Sp. Atk': '105', 'Sp. Def': '50', 'Speed': '20', 'Total': '290'}"
Duosion,578,['Psychic'],"{'HP': '65', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '125', 'Sp. Def': '60', 'Speed': '30', 'Total': '370'}"
Reuniclus,579,['Psychic'],"{'HP': '110', 'Attack': '65', 'Defense': '75', 'Sp. Atk': '125', 'Sp. Def': '85', 'Speed': '30', 'Total': '490'}"
Ducklett,580,"['Water', 'Flying']","{'HP': '62', 'Attack': '44', 'Defense': '50', 'Sp. Atk': '44', 'Sp. Def': '50', 'Speed': '55', 'Total': '305'}"
Swanna,581,"['Water', 'Flying']","{'HP': '75', 'Attack': '87', 'Defense': '63', 'Sp. Atk': '87', 'Sp. Def': '63', 'Speed': '98', 'Total': '473'}"
Vanillite,582,['Ice'],"{'HP': '36', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '65', 'Sp. Def': '60', 'Speed': '44', 'Total': '305'}"
Vanillish,583,['Ice'],"{'HP': '51', 'Attack': '65', 'Defense': '65', 'Sp. Atk': '80', 'Sp. Def': '75', 'Speed': '59', 'Total': '395'}"
Vanilluxe,584,['Ice'],"{'HP': '71', 'Attack': '95', 'Defense': '85', 'Sp. Atk': '110', 'Sp. Def': '95', 'Speed': '79', 'Total': '535'}"
Deerling,585,"['Normal', 'Grass']","{'HP': '60', 'Attack': '60', 'Defense': '50', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '75', 'Total': '335'}"
Sawsbuck,586,"['Normal', 'Grass']","{'HP': '80', 'Attack': '100', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '95', 'Total': '475'}"
Emolga,587,"['Electric', 'Flying']","{'HP': '55', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '75', 'Sp. Def': '60', 'Speed': '103', 'Total': '428'}"
Karrablast,588,['Bug'],"{'HP': '50', 'Attack': '75', 'Defense': '45', 'Sp. Atk': '40', 'Sp. Def': '45', 'Speed': '60', 'Total': '315'}"
Escavalier,589,"['Bug', 'Steel']","{'HP': '70', 'Attack': '135', 'Defense': '105', 'Sp. Atk': '60', 'Sp. Def': '105', 'Speed': '20', 'Total': '495'}"
Foongus,590,"['Grass', 'Poison']","{'HP': '69', 'Attack': '55', 'Defense': '45', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '15', 'Total': '294'}"
Amoonguss,591,"['Grass', 'Poison']","{'HP': '114', 'Attack': '85', 'Defense': '70', 'Sp. Atk': '85', 'Sp. Def': '80', 'Speed': '30', 'Total': '464'}"
Frillish,592,"['Water', 'Ghost']","{'HP': '55', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '65', 'Sp. Def': '85', 'Speed': '40', 'Total': '335'}"
Jellicent,593,"['Water', 'Ghost']","{'HP': '100', 'Attack': '60', 'Defense': '70', 'Sp. Atk': '85', 'Sp. Def': '105', 'Speed': '60', 'Total': '480'}"
Alomomola,594,['Water'],"{'HP': '165', 'Attack': '75', 'Defense': '80', 'Sp. Atk': '40', 'Sp. Def': '45', 'Speed': '65', 'Total': '470'}"
Joltik,595,"['Bug', 'Electric']","{'HP': '50', 'Attack': '47', 'Defense': '50', 'Sp. Atk': '57', 'Sp. Def': '50', 'Speed': '65', 'Total': '319'}"
Galvantula,596,"['Bug', 'Electric']","{'HP': '70', 'Attack': '77', 'Defense': '60', 'Sp. Atk': '97', 'Sp. Def': '60', 'Speed': '108', 'Total': '472'}"
Ferroseed,597,"['Grass', 'Steel']","{'HP': '44', 'Attack': '50', 'Defense': '91', 'Sp. Atk': '24', 'Sp. Def': '86', 'Speed': '10', 'Total': '305'}"
Ferrothorn,598,"['Grass', 'Steel']","{'HP': '74', 'Attack': '94', 'Defense': '131', 'Sp. Atk': '54', 'Sp. Def': '116', 'Speed': '20', 'Total': '489'}"
Klink,599,['Steel'],"{'HP': '40', 'Attack': '55', 'Defense': '70', 'Sp. Atk': '45', 'Sp. Def': '60', 'Speed': '30', 'Total': '300'}"
Klang,600,['Steel'],"{'HP': '60', 'Attack': '80', 'Defense': '95', 'Sp. Atk': '70', 'Sp. Def': '85', 'Speed': '50', 'Total': '440'}"
Klinklang,601,['Steel'],"{'HP': '60', 'Attack': '100', 'Defense': '115', 'Sp. Atk': '70', 'Sp. Def': '85', 'Speed': '90', 'Total': '520'}"
Tynamo,602,['Electric'],"{'HP': '35', 'Attack': '55', 'Defense': '40', 'Sp. Atk': '45', 'Sp. Def': '40', 'Speed': '60', 'Total': '275'}"
Eelektrik,603,['Electric'],"{'HP': '65', 'Attack': '85', 'Defense': '70', 'Sp. Atk': '75', 'Sp. Def': '70', 'Speed': '40', 'Total': '405'}"
Eelektross,604,['Electric'],"{'HP': '85', 'Attack': '115', 'Defense': '80', 'Sp. Atk': '105', 'Sp. Def': '80', 'Speed': '50', 'Total': '515'}"
Elgyem,605,['Psychic'],"{'HP': '55', 'Attack': '55', 'Defense': '55', 'Sp. Atk': '85', 'Sp. Def': '55', 'Speed': '30', 'Total': '335'}"
Beheeyem,606,['Psychic'],"{'HP': '75', 'Attack': '75', 'Defense': '75', 'Sp. Atk': '125', 'Sp. Def': '95', 'Speed': '40', 'Total': '485'}"
Litwick,607,"['Ghost', 'Fire']","{'HP': '50', 'Attack': '30', 'Defense': '55', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '20', 'Total': '275'}"
Lampent,608,"['Ghost', 'Fire']","{'HP': '60', 'Attack': '40', 'Defense': '60', 'Sp. Atk': '95', 'Sp. Def': '60', 'Speed': '55', 'Total': '370'}"
Chandelure,609,"['Ghost', 'Fire']","{'HP': '60', 'Attack': '55', 'Defense': '90', 'Sp. Atk': '145', 'Sp. Def': '90', 'Speed': '80', 'Total': '520'}"
Axew,610,['Dragon'],"{'HP': '46', 'Attack': '87', 'Defense': '60', 'Sp. Atk': '30', 'Sp. Def': '40', 'Speed': '57', 'Total': '320'}"
Fraxure,611,['Dragon'],"{'HP': '66', 'Attack': '117', 'Defense': '70', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '67', 'Total': '410'}"
Haxorus,612,['Dragon'],"{'HP': '76', 'Attack': '147', 'Defense': '90', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '97', 'Total': '540'}"
Cubchoo,613,['Ice'],"{'HP': '55', 'Attack': '70', 'Defense': '40', 'Sp. Atk': '60', 'Sp. Def': '40', 'Speed': '40', 'Total': '305'}"
Beartic,614,['Ice'],"{'HP': '95', 'Attack': '130', 'Defense': '80', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '50', 'Total': '505'}"
Cryogonal,615,['Ice'],"{'HP': '80', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '95', 'Sp. Def': '135', 'Speed': '105', 'Total': '515'}"
Shelmet,616,['Bug'],"{'HP': '50', 'Attack': '40', 'Defense': '85', 'Sp. Atk': '40', 'Sp. Def': '65', 'Speed': '25', 'Total': '305'}"
Accelgor,617,['Bug'],"{'HP': '80', 'Attack': '70', 'Defense': '40', 'Sp. Atk': '100', 'Sp. Def': '60', 'Speed': '145', 'Total': '495'}"
Stunfisk,618,"['Ground', 'Electric']","{'HP': '109', 'Attack': '66', 'Defense': '84', 'Sp. Atk': '81', 'Sp. Def': '99', 'Speed': '32', 'Total': '471'}"
Mienfoo,619,['Fighting'],"{'HP': '45', 'Attack': '85', 'Defense': '50', 'Sp. Atk': '55', 'Sp. Def': '50', 'Speed': '65', 'Total': '350'}"
Mienshao,620,['Fighting'],"{'HP': '65', 'Attack': '125', 'Defense': '60', 'Sp. Atk': '95', 'Sp. Def': '60', 'Speed': '105', 'Total': '510'}"
Druddigon,621,['Dragon'],"{'HP': '77', 'Attack': '120', 'Defense': '90', 'Sp. Atk': '60', 'Sp. Def': '90', 'Speed': '48', 'Total': '485'}"
Golett,622,"['Ground', 'Ghost']","{'HP': '59', 'Attack': '74', 'Defense': '50', 'Sp. Atk': '35', 'Sp. Def': '50', 'Speed': '35', 'Total': '303'}"
Golurk,623,"['Ground', 'Ghost']","{'HP': '89', 'Attack': '124', 'Defense': '80', 'Sp. Atk': '55', 'Sp. Def': '80', 'Speed': '55', 'Total': '483'}"
Pawniard,624,"['Dark', 'Steel']","{'HP': '45', 'Attack': '85', 'Defense': '70', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '60', 'Total': '340'}"
Bisharp,625,"['Dark', 'Steel']","{'HP': '65', 'Attack': '125', 'Defense': '100', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '70', 'Total': '490'}"
Bouffalant,626,['Normal'],"{'HP': '95', 'Attack': '110', 'Defense': '95', 'Sp. Atk': '40', 'Sp. Def': '95', 'Speed': '55', 'Total': '490'}"
Rufflet,627,"['Normal', 'Flying']","{'HP': '70', 'Attack': '83', 'Defense': '50', 'Sp. Atk': '37', 'Sp. Def': '50', 'Speed': '60', 'Total': '350'}"
Braviary,628,"['Normal', 'Flying']","{'HP': '100', 'Attack': '123', 'Defense': '75', 'Sp. Atk': '57', 'Sp. Def': '75', 'Speed': '80', 'Total': '510'}"
Vullaby,629,"['Dark', 'Flying']","{'HP': '70', 'Attack': '55', 'Defense': '75', 'Sp. Atk': '45', 'Sp. Def': '65', 'Speed': '60', 'Total': '370'}"
Mandibuzz,630,"['Dark', 'Flying']","{'HP': '110', 'Attack': '65', 'Defense': '105', 'Sp. Atk': '55', 'Sp. Def': '95', 'Speed': '80', 'Total': '510'}"
